Numéro,Addresse,"Code postal","Code commune",Commune,"Nombre de votant","Nombre de logements sociaux","Âge moyen","Nuance NUPES relatif au bureau de vote","Revenu moyen","abstention européennes relatif au bureau de vote","LFI européennes 2024 relatif au bureau de vote","LFI présidentielle 2022 relatif au bureau de vote",Score,Latitude,Longitude
86,"Rue Elisée Reclus",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",42,20.53,28.4,8,48.879261,2.207332
88,"Rue de Garches",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",42,20.53,28.4,10,48.878346,2.205588
88,"Rue Elisée Reclus",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",42,20.53,28.4,8,48.87957,2.2071
89,"Rue de Garches",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",42,20.53,28.4,8,48.877964,2.205343
89,"Rue des Chailliers",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",42,20.53,28.4,10,48.879812,2.203868
9,"Avenue des Belles Vues",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",42,20.53,28.4,9,48.880986,2.207374
9,"Chemin des Cerisiers",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",42,20.53,28.4,9,48.881851,2.20811
9,"Impasse des Luaps",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",42,20.53,28.4,10,48.879481,2.209421
9,"Rue de Garches",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",42,20.53,28.4,10,48.87855,2.209951
9,"Rue des Ermites",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",42,20.53,28.4,8,48.8775,2.209411
9,"Rue Jean Moulin",92000,92050,Nanterre,5,6,0,"Plutôt à droite","Quartier plus populaire",42,20.53,28.4,24,48.879179,2.205331
9,"Rue Missak Manouchian",92000,92050,Nanterre,2,1,0,"Plutôt à droite","Quartier plus populaire",42,20.53,28.4,9,48.878084,2.210018
90,"Rue de Garches",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",42,20.53,28.4,10,48.878455,2.205401
90,"Rue Elisée Reclus",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",42,20.53,28.4,8,48.879558,2.2072
91,"Rue de Garches",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",42,20.53,28.4,8,48.877941,2.205251
93,"Rue de Garches",92000,92050,Nanterre,4,0,0,"Plutôt à droite","Quartier aisé",42,20.53,28.4,8,48.877351,2.20546
93,"Rue des Chailliers",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",42,20.53,28.4,10,48.87964,2.204027
95,"Rue de Garches",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",42,20.53,28.4,8,48.877907,2.205062
95,"Rue des Chailliers",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",42,20.53,28.4,10,48.879524,2.20405
97,"Rue de Garches",92000,92050,Nanterre,4,0,0,"Plutôt à droite","Quartier aisé",42,20.53,28.4,8,48.877862,2.204558
98,"Rue de Garches",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",42,20.53,28.4,10,48.878296,2.205368
9bis,"Avenue des Belles Vues",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",42,20.53,28.4,9,48.881138,2.207606
1,"Avenue Rachel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.886427,2.203956
1,"Place Nathalie Lemel",92000,92050,Nanterre,2,1,0,"A gauche","Quartier plus populaire",47,36.15,43.99,14,48.88509,2.202866
1,"Rue Circulaire",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885789,2.203875
1,"Rue Gustave Courbet",92000,92050,Nanterre,17,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,14,48.884272,2.203634
10,"Avenue Gabriel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.886179,2.203396
10,"Avenue Georges Clemenceau",92000,92050,Nanterre,12,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,12,48.886865,2.201714
10,"Avenue Rachel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.886192,2.204432
10,"Rue Circulaire",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885791,2.203189
10,"Rue de la Source",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.886128,2.20534
10,"Rue des Fleurs",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885539,2.204783
10,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.886517,2.202806
10bis,"Rue Circulaire",92000,92050,Nanterre,2,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885742,2.20313
11,"Avenue de la Fontaine de Rolle",92000,92050,Nanterre,1,0,0,"A gauche","Revenu moyen",47,36.15,43.99,9,48.887493,2.203374
11,"Rue Circulaire",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885619,2.203542
12,"Avenue Gabriel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.886012,2.203366
12,"Avenue Rachel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.88605,2.204343
12,"Rue de la Source",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,13,48.886077,2.205413
12,"Rue des Fleurs",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.88548,2.204669
13,"Avenue de la Fontaine de Rolle",92000,92050,Nanterre,1,0,0,"A gauche","Revenu moyen",47,36.15,43.99,9,48.887598,2.203274
13,"Avenue Gabriel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.886153,2.203895
13,"Avenue Rachel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.886287,2.204706
13,"Rue Circulaire",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885563,2.203613
14,"Avenue Rachel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.886008,2.204528
14,"Rue Circulaire",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885498,2.203046
14,"Rue de la Source",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,13,48.886033,2.205478
15,"Avenue de la Fontaine de Rolle",92000,92050,Nanterre,1,0,0,"A gauche","Revenu moyen",47,36.15,43.99,9,48.887639,2.203182
15,"Avenue Rachel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.886179,2.204733
15,"Rue Circulaire",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885526,2.203718
15,"Rue des Suisses",92000,92050,Nanterre,33,16,0,"A gauche","Quartier plus populaire",47,36.15,43.99,47,48.886488,2.203237
16,"Avenue Gabriel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885969,2.203744
16,"Avenue Rachel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885952,2.204589
16,"Rue de la Source",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,13,48.885978,2.205479
16,"Rue des Suisses",92000,92050,Nanterre,30,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,13,48.886339,2.202339
17,"Avenue de la Fontaine de Rolle",92000,92050,Nanterre,1,0,0,"A gauche","Revenu moyen",47,36.15,43.99,9,48.887751,2.203106
17,"Avenue Gabriel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.886052,2.203965
17,"Avenue Rachel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.886162,2.204937
18,"Avenue Gabriel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885838,2.203905
18,"Avenue Georges Clemenceau",92000,92050,Nanterre,26,40,0,"A gauche","Quartier plus populaire",47,36.15,43.99,42,48.886837,2.202114
18,"Rue Circulaire",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885515,2.203321
18,"Rue de la Source",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,13,48.885927,2.205548
19,"Avenue de la Fontaine de Rolle",92000,92050,Nanterre,1,0,0,"A gauche","Revenu moyen",47,36.15,43.99,9,48.887777,2.203
19,"Avenue Gabriel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.886035,2.204113
19,"Rue Circulaire",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885402,2.203994
1bis,"Avenue Gabriel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.886499,2.203811
2,"Place Nathalie Lemel",92000,92050,Nanterre,2,1,0,"A gauche","Quartier plus populaire",47,36.15,43.99,14,48.885159,2.203193
2,"Rue de la Source",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.886535,2.205229
2,"Rue Gustave Courbet",92000,92050,Nanterre,12,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,14,48.88437,2.203829
20,"Avenue Gabriel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885693,2.203907
20,"Avenue Rachel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885758,2.204583
20,"Rue Circulaire",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885475,2.203411
20,"Rue de la Source",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,13,48.885873,2.20554
20bis,"Avenue Rachel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885699,2.20463
21,"Avenue de la Fontaine de Rolle",92000,92050,Nanterre,1,0,0,"A gauche","Revenu moyen",47,36.15,43.99,9,48.887811,2.202939
21,"Avenue Rachel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.88601,2.20496
22,"Avenue Gabriel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.88562,2.20398
22,"Avenue Rachel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885635,2.204669
22,"Rue Circulaire",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885406,2.20342
23,"Avenue de la Fontaine de Rolle",92000,92050,Nanterre,1,0,0,"A gauche","Revenu moyen",47,36.15,43.99,9,48.887886,2.20286
23,"Avenue Gabriel",92000,92050,Nanterre,2,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885887,2.20414
23,"Avenue Rachel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885991,2.205088
23,"Rue Circulaire",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,13,48.885291,2.204127
24,"Avenue Gabriel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885515,2.204024
24,"Avenue Rachel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885577,2.204717
24,"Rue de la Source",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,13,48.885785,2.205668
25,"Avenue Rachel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885852,2.205042
26,"Avenue Gabriel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885493,2.204213
26,"Avenue Rachel",92000,92050,Nanterre,2,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885579,2.204894
27,"Avenue Gabriel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885833,2.204216
27,"Avenue Rachel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885803,2.20509
27,"Rue Paul Vaillant-Couturier",92000,92050,Nanterre,9,16,0,"A gauche","Quartier plus populaire",47,36.15,43.99,41,48.885872,2.202114
28,"Rue Circulaire",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,13,48.88526,2.203687
29,"Avenue de la Fontaine de Rolle",92000,92050,Nanterre,1,0,0,"A gauche","Revenu moyen",47,36.15,43.99,9,48.888112,2.202645
29,"Avenue Rachel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885717,2.205161
29,"Rue des Fleurs",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,13,48.885044,2.204113
29bis,"Avenue Rachel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885755,2.205316
3,"Avenue de la Fontaine de Rolle",92000,92050,Nanterre,1,0,0,"A gauche","Revenu moyen",47,36.15,43.99,9,48.887235,2.203729
3,"Avenue Rachel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.886458,2.204082
3,"Place Nathalie Lemel",92000,92050,Nanterre,1,1,0,"A gauche","Quartier plus populaire",47,36.15,43.99,14,48.885086,2.203243
3,"Rue Circulaire",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885752,2.203798
3,"Rue Gustave Courbet",92000,92050,Nanterre,15,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,14,48.884477,2.20406
30,"Avenue Gabriel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885335,2.204246
30,"Avenue Georges Clemenceau",92000,92050,Nanterre,20,30,0,"A gauche","Quartier plus populaire",47,36.15,43.99,46,48.886787,2.202841
30,"Rue Circulaire",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,13,48.885175,2.203733
31,"Avenue Gabriel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885671,2.204315
32,"Rue Circulaire",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,13,48.885129,2.203802
33,"Avenue Gabriel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885583,2.204371
34,"Rue Circulaire",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,13,48.885118,2.203899
36,"Rue Circulaire",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,13,48.885018,2.203947
3bis,"Avenue Rachel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.88645,2.204178
4,"Avenue Georges Clemenceau",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,12,48.886899,2.201359
4,"Place Nathalie Lemel",92000,92050,Nanterre,1,1,0,"A gauche","Quartier plus populaire",47,36.15,43.99,14,48.885029,2.203291
4,"Rue Circulaire",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885915,2.203531
4,"Rue de la Source",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.88644,2.205177
41,"Rue Paul Vaillant-Couturier",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,12,48.885367,2.202553
42,"Avenue Georges Clemenceau",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.886685,2.204017
45,"Rue Paul Vaillant-Couturier",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,12,48.88523,2.202562
46,"Avenue Georges Clemenceau",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.886682,2.204119
48,"Avenue Georges Clemenceau",92000,92050,Nanterre,2,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.886666,2.204244
49,"Rue Paul Vaillant-Couturier",92000,92050,Nanterre,1,0,0,"A gauche","Revenu moyen",47,36.15,43.99,10,48.885125,2.202749
4bis,"Rue de la Source",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.886394,2.205194
5,"Avenue de la Fontaine de Rolle",92000,92050,Nanterre,1,0,0,"A gauche","Revenu moyen",47,36.15,43.99,9,48.887325,2.203653
5,"Avenue Rachel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.886445,2.204275
5,"Place Nathalie Lemel",92000,92050,Nanterre,3,1,0,"A gauche","Quartier plus populaire",47,36.15,43.99,14,48.884952,2.203371
5,"Rue Circulaire",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.88573,2.203622
5,"Rue Paul Vaillant-Couturier",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,12,48.886788,2.201243
58,"Avenue Georges Clemenceau",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.886567,2.20478
5bis,"Avenue Rachel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.88645,2.204371
6,"Avenue Georges Clemenceau",92000,92050,Nanterre,4,25,0,"A gauche","Quartier plus populaire",47,36.15,43.99,41,48.886765,2.201555
6,"Avenue Rachel",92000,92050,Nanterre,2,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.886217,2.204171
6,"Place Nathalie Lemel",92000,92050,Nanterre,2,1,0,"A gauche","Quartier plus populaire",47,36.15,43.99,14,48.88483,2.203073
6,"Rue Circulaire",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885907,2.203409
6,"Rue de la Source",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.886353,2.205249
60,"Avenue Georges Clemenceau",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.886607,2.20489
62,"Avenue Georges Clemenceau",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.886492,2.204985
64,"Avenue Georges Clemenceau",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.886556,2.205128
7,"Place Nathalie Lemel",92000,92050,Nanterre,1,1,0,"A gauche","Quartier plus populaire",47,36.15,43.99,14,48.884892,2.203022
8,"Avenue Gabriel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.886269,2.203419
8,"Avenue Rachel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.886204,2.204321
8,"Rue Circulaire",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885823,2.203297
8,"Rue des Fleurs",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885562,2.204854
9,"Avenue de la Fontaine de Rolle",92000,92050,Nanterre,1,0,0,"A gauche","Revenu moyen",47,36.15,43.99,9,48.887458,2.203501
9,"Rue Circulaire",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.885677,2.203506
9,"Rue Paul Vaillant-Couturier",92000,92050,Nanterre,10,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,12,48.886455,2.201589
9,"Avenue Gabriel",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",47,36.15,43.99,16,48.886225,2.203852
1,"Place Eugène Pottier",92000,92050,Nanterre,1,1,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,14,48.88222,2.207198
1,"Place Jean-Baptiste Clément",92000,92050,Nanterre,2,1,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,14,48.882887,2.207997
1,"Place Pierre Degeyter",92000,92050,Nanterre,1,1,0,"Mixte gauche/droite","Revenu moyen",53,39.5,47.42,11,48.881521,2.206426
10,"Allée Camelinat",92000,92050,Nanterre,15,16,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,42,48.882331,2.205649
10,"Place Jean-Baptiste Clément",92000,92050,Nanterre,2,1,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,14,48.882611,2.207112
10,"Place Pierre Degeyter",92000,92050,Nanterre,3,1,0,"Mixte gauche/droite","Revenu moyen",53,39.5,47.42,12,48.881775,2.206678
11,"Place Jean-Baptiste Clément",92000,92050,Nanterre,2,1,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,14,48.882955,2.207352
12,"Allée Camelinat",92000,92050,Nanterre,11,15,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,41,48.882214,2.205754
12,"Place Jean-Baptiste Clément",92000,92050,Nanterre,1,1,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,14,48.883055,2.207264
121,"Rue Paul Vaillant-Couturier",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,12,48.882493,2.204791
125,"Rue Paul Vaillant-Couturier",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,12,48.882399,2.204844
128,"Rue de la Source",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,14,48.882632,2.208278
13,"Place Jean-Baptiste Clément",92000,92050,Nanterre,1,1,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,14,48.883091,2.20724
13,"Rue Daniel Becker",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",53,39.5,47.42,11,48.881423,2.20645
131,"Rue Paul Vaillant-Couturier",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,12,48.882137,2.204959
133bis,"Rue Paul Vaillant-Couturier",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,12,48.882183,2.205112
135,"Rue Paul Vaillant-Couturier",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,12,48.882082,2.205173
137,"Rue Paul Vaillant-Couturier",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,12,48.881938,2.205155
139,"Rue Paul Vaillant-Couturier",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,12,48.881872,2.205252
14,"Allée Camelinat",92000,92050,Nanterre,9,15,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,41,48.882003,2.205943
14,"Allée des Damades",92000,92050,Nanterre,15,0,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,15,48.883935,2.204277
14,"Place Jean-Baptiste Clément",92000,92050,Nanterre,2,1,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,14,48.883232,2.207309
15,"Place Jean-Baptiste Clément",92000,92050,Nanterre,2,1,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,14,48.883263,2.207389
157,"Rue Paul Vaillant-Couturier",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,11,48.881439,2.205989
16,"Allée des Damades",92000,92050,Nanterre,12,0,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,15,48.883836,2.204376
16,"Place Jean-Baptiste Clément",92000,92050,Nanterre,2,1,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,14,48.883331,2.207568
165,"Rue Paul Vaillant-Couturier",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,11,48.881108,2.206088
17,"Place Jean-Baptiste Clément",92000,92050,Nanterre,1,1,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,14,48.883285,2.207644
18,"Place Jean-Baptiste Clément",92000,92050,Nanterre,1,1,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,14,48.883194,2.207744
19,"Place Jean-Baptiste Clément",92000,92050,Nanterre,2,1,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,14,48.883133,2.20782
19,"Rue Daniel Becker",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",53,39.5,47.42,11,48.881552,2.206653
2,"Place Eugène Pottier",92000,92050,Nanterre,1,1,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,14,48.882149,2.207126
2,"Place Jean-Baptiste Clément",92000,92050,Nanterre,3,1,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,14,48.882834,2.20792
2,"Place Pierre Degeyter",92000,92050,Nanterre,1,1,0,"Mixte gauche/droite","Revenu moyen",53,39.5,47.42,11,48.881566,2.206359
20,"Place Jean-Baptiste Clément",92000,92050,Nanterre,1,1,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,14,48.883068,2.207887
21,"Allée des Damades",92000,92050,Nanterre,9,19,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,41,48.883493,2.205758
23,"Allée des Damades",92000,92050,Nanterre,18,20,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,44,48.883412,2.205987
23,"Rue Daniel Becker",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",53,39.5,47.42,11,48.881622,2.206852
25,"Allée des Damades",92000,92050,Nanterre,18,18,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,44,48.883284,2.206177
25bis,"Rue Daniel Becker",92000,92050,Nanterre,3,1,0,"Mixte gauche/droite","Revenu moyen",53,39.5,47.42,12,48.881767,2.206907
27,"Allée des Damades",92000,92050,Nanterre,15,20,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,43,48.883078,2.206432
27,"Rue Daniel Becker",92000,92050,Nanterre,2,1,0,"Mixte gauche/droite","Revenu moyen",53,39.5,47.42,11,48.88183,2.206978
29,"Allée des Damades",92000,92050,Nanterre,11,19,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,43,48.882858,2.206607
29,"Rue Daniel Becker",92000,92050,Nanterre,1,1,0,"Mixte gauche/droite","Revenu moyen",53,39.5,47.42,11,48.88188,2.207058
3,"Place Eugène Pottier",92000,92050,Nanterre,2,1,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,14,48.882108,2.207063
3,"Place Jean-Baptiste Clément",92000,92050,Nanterre,1,1,0,"Mixte gauche/droite","Quartier plus populaire",53,39.5,47.42,14,48.882835,2.207741
