Numéro,Addresse,"Code postal","Code commune",Commune,"Nombre de votant","Nombre de logements sociaux","Âge moyen","Nuance NUPES relatif au bureau de vote","Revenu moyen","abstention européennes relatif au bureau de vote","LFI européennes 2024 relatif au bureau de vote","LFI présidentielle 2022 relatif au bureau de vote",Score,Latitude,Longitude
24,"Rue du Docteur Charcot",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.88283,2.199758
24,"Rue Saint-Maurice",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.884248,2.194198
249,"Rue des Vignes",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.883645,2.198
25,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.883937,2.200075
25,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.885798,2.201762
250,"Rue des Vignes",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.883614,2.197692
25bis,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.884072,2.199747
26,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.884401,2.199971
26,"Rue du Docteur Charcot",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.882749,2.199697
26,"Rue Paul Vaillant-Couturier",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.885719,2.201645
26,"Rue Saint-Maurice",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.884162,2.194324
27,"Avenue du Maréchal Joffre",92000,92050,Nanterre,9,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.88561,2.197523
27,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.883978,2.199643
28,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.884451,2.199888
28,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.885977,2.201326
28,"Rue Paul Vaillant-Couturier",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.885712,2.20186
28bis,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.884532,2.199675
29,"Rue de Saint-Cloud",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.885645,2.20118
29,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.884001,2.199501
29,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.885811,2.201389
2ter,"Place de la Boule",92000,92050,Nanterre,5,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.886661,2.200096
3,"Avenue du Maréchal Joffre",92000,92050,Nanterre,1,15,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,38,48.886563,2.199761
3,"Passage des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.88475,2.199443
30,"Rue de Saint-Cloud",92000,92050,Nanterre,1,3,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,13,48.885407,2.200919
30,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.884326,2.199832
30,"Rue du Docteur Charcot",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.882823,2.199423
30,"Rue Paul Vaillant-Couturier",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.885642,2.201863
30,"Rue Saint-Maurice",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.884006,2.194462
31,"Avenue du Maréchal Joffre",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.8855,2.197232
31,"Rue de Saint-Cloud",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.885625,2.201319
31,"Rue des Ombraies",92000,92050,Nanterre,8,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.883955,2.199476
31,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.885714,2.201167
31,"Rue Saint-Maurice",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.884302,2.194372
32,"Rue de Saint-Cloud",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.885322,2.200917
32,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.884329,2.199659
32,"Rue Paul Vaillant-Couturier",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.885569,2.201898
33,"Impasse des Pommiers",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.884633,2.196248
33,"Rue de Saint-Cloud",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.885517,2.201268
33,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.883888,2.199382
33,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.885601,2.200968
33,"Rue Saint-Maurice",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.884251,2.194523
34,"Rue du Docteur Charcot",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.882607,2.199416
34,"Rue Paul Vaillant-Couturier",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.885435,2.201758
34,"Rue Saint-Maurice",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.883856,2.194705
35,"Rue de Saint-Cloud",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.885446,2.201298
35,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.88556,2.200839
35,"Rue Saint-Maurice",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.884219,2.194575
36,"Rue de Saint-Cloud",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.885214,2.200853
36,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.884315,2.199431
36,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.88587,2.200788
36,"Rue du Docteur Charcot",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.882648,2.199228
36,"Rue Saint-Maurice",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.88378,2.194865
37,"Rue de Saint-Cloud",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.885394,2.201329
37,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.883773,2.199218
37,"Rue des Vignes",92000,92050,Nanterre,24,39,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,45,48.885234,2.19635
37,"Rue Saint-Maurice",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.884189,2.194622
38,"Rue de Saint-Cloud",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.885162,2.200933
38,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.884273,2.199305
38,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.885777,2.200662
38,"Rue du Docteur Charcot",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.882691,2.199054
38,"Rue Saint-Maurice",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.883676,2.194955
39,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.883707,2.199208
39,"Rue des Vignes",92000,92050,Nanterre,3,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,15,48.885188,2.196399
39,"Rue Saint-Maurice",92000,92050,Nanterre,21,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,11,48.884172,2.195079
39bis,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.88551,2.200569
4,"Rue de Saint-Cloud",92000,92050,Nanterre,14,32,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,40,48.886426,2.200585
4,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.884797,2.200908
40,"Rue de Saint-Cloud",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.885112,2.200987
40,"Rue des Suisses",92000,92050,Nanterre,7,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.885651,2.200431
41,"Rue de Saint-Cloud",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.885224,2.201417
41,"Rue des Ombraies",92000,92050,Nanterre,3,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.883801,2.19904
41,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.885477,2.200477
41,"Rue Saint-Maurice",92000,92050,Nanterre,4,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.884023,2.195224
42,"Rue de Saint-Cloud",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.885055,2.201042
42,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.884276,2.19908
42,"Rue Paul Vaillant-Couturier",92000,92050,Nanterre,22,32,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,39,48.884813,2.202262
43,"Impasse des Pommiers",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.884599,2.196129
43,"Rue de Saint-Cloud",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.885141,2.2015
44,"Rue de Saint-Cloud",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.884986,2.201063
44,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.885678,2.200128
45,"Avenue du Maréchal Joffre",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,15,48.885047,2.195492
45,"Rue de Saint-Cloud",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.884989,2.201411
45,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.885331,2.200186
45,"Rue Saint-Maurice",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.883829,2.195028
46,"Rue du Docteur Charcot",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.88243,2.198859
47,"Avenue du Maréchal Joffre",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,15,48.884799,2.195775
47,"Rue de Saint-Cloud",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.884923,2.201408
47,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.883639,2.198894
47,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.885087,2.200336
48,"Rue de Saint-Cloud",92000,92050,Nanterre,18,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,10,48.884171,2.201169
48,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.884051,2.198841
48,"Rue des Suisses",92000,92050,Nanterre,3,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.885517,2.199932
48,"Rue du Docteur Charcot",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.882364,2.198724
49,"Rue de Saint-Cloud",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.884834,2.201412
49,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.883612,2.19882
49,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.885234,2.199998
5bis,"Avenue du Maréchal Joffre",92000,92050,Nanterre,2,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.886332,2.199559
50,"Rue des Suisses",92000,92050,Nanterre,3,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.885555,2.200073
50,"Rue des Vignes",92000,92050,Nanterre,7,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,16,48.884955,2.196114
50,"Rue du Docteur Charcot",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.882265,2.198689
51,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.883567,2.198751
51,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.885204,2.199893
52,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.885412,2.199789
52,"Rue du Docteur Charcot",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.882232,2.198528
53,"Rue de Saint-Cloud",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.884687,2.201466
53,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.88349,2.198716
53,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.885182,2.19973
55,"Rue de Saint-Cloud",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.884622,2.201413
55,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.883413,2.198592
55,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.885035,2.199693
56,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.883815,2.198579
56,"Rue du Docteur Charcot",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.882192,2.198408
57,"Avenue du Maréchal Joffre",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,15,48.884804,2.194907
57,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.883437,2.198468
57,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.885093,2.199527
58,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.883822,2.198447
58,"Rue du Docteur Charcot",92000,92050,Nanterre,2,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.882166,2.198346
58,"Rue Mac Mahon",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.882956,2.194384
59,"Avenue du Maréchal Joffre",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,15,48.884715,2.19478
59,"Rue de Saint-Cloud",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.884469,2.201444
59,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.883436,2.198361
59,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.885052,2.199441
59bis,"Avenue du Maréchal Joffre",92000,92050,Nanterre,7,6,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,29,48.884727,2.194568
6,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.884742,2.200802
6,"Rue du Docteur Charcot",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.883357,2.200747
60,"Rue du Docteur Charcot",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.882103,2.198286
60,"Rue Mac Mahon",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.883023,2.194494
61,"Avenue du Maréchal Joffre",92000,92050,Nanterre,9,8,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,38,48.884649,2.194348
61,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.883489,2.198243
61,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.884945,2.199364
62,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.883803,2.198383
63,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.883413,2.198234
63,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.884877,2.199191
64,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.883897,2.198098
64,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.884995,2.19884
64,"Rue du Docteur Charcot",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.882357,2.197894
64bis,"Rue du Docteur Charcot",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.882067,2.198159
65,"Avenue du Maréchal Joffre",92000,92050,Nanterre,6,11,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,38,48.884447,2.193766
65,"Rue de Saint-Cloud",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.884254,2.201469
65,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.883375,2.198131
65,"Rue des Suisses",92000,92050,Nanterre,10,13,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,37,48.884849,2.198932
66,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.883742,2.198223
66,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.884988,2.198501
66,"Rue du Docteur Charcot",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.882035,2.198108
68,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.88487,2.198404
68,"Rue du Docteur Charcot",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.88194,2.198115
69,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.883349,2.19808
69,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.88474,2.198717
7,"Avenue du Maréchal Joffre",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.886308,2.199458
70,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.883629,2.198116
71,"Avenue du Maréchal Joffre",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.884221,2.193238
71,"Rue de Saint-Cloud",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.88414,2.201442
71,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.883336,2.197967
72,"Rue du Docteur Charcot",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.882365,2.197377
73,"Avenue du Maréchal Joffre",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.884175,2.193163
73,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.883262,2.197875
73,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.884669,2.198495
74,"Rue du Docteur Charcot",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.882563,2.197144
75,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.883227,2.197741
75,"Rue des Vignes",92000,92050,Nanterre,2,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,15,48.884925,2.196711
77,"Avenue du Maréchal Joffre",92000,92050,Nanterre,4,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.884074,2.193154
78,"Rue de Saint-Cloud",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.883865,2.201177
78,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.883485,2.197676
79,"Avenue du Maréchal Joffre",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.884074,2.192956
79,"Rue de Saint-Cloud",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.883797,2.201397
79,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.883175,2.197619
